title,year,imdb_votes,location,geocode
Mr. Saturday Night,1992,3917,"Sunset Blvd., Hollywood, Los Angeles, California, USA",
Q & A,1990,4062,"New York, USA",
Q & A,1990,4062,Puerto Rico,
Born to Be Blue,2015,4124,"Sudbury, Ontario, Canada",
Born to Be Blue,2015,4124,"Black Hangar Studios, Hampshire, England, UK",
Born to Be Blue,2015,4124,"Espanola, Ontario, Canada",(Bowling Ally)
Born to Be Blue,2015,4124,"Los Angeles, California, USA",(listed in credits)
Today's Special,2009,4130,"74-14 37th Avenue, Jackson Heights, New York, USA",(Tandoori Palace Restaurant)
Pat and Mike,1952,4146,"Riviera Country Club - 1250 Capri Drive, Pacific Palisades, Los Angeles, California, USA",(Golf scenes)
Pat and Mike,1952,4146,"Los Angeles, California, USA",
Pat and Mike,1952,4146,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Pat and Mike,1952,4146,"Occidental College -1600 Campus Road, Eagle Rock, Los Angeles, California, USA",(Exteriors at the start)
Design for Living,1933,4194,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
El cantante,2006,4194,"New York, USA",
El cantante,2006,4194,Puerto Rico,
Road to Morocco,1942,4213,"Castle Dome Peak, Yuma, Arizona, USA",
Road to Morocco,1942,4213,"Imperial County, California, USA",
Road to Morocco,1942,4213,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
Road to Morocco,1942,4213,"Yuma, Arizona, USA",(desert exteriors)
C.S.A.: The Confederate States of America,2004,4232,"Lawrence, Kansas, USA",
There's No Business Like Show Business,1954,4310,"Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
Mother Night,1996,4314,"Montral, Qubec, Canada",
Vettaiyaadu Vilaiyaadu,2006,4327,"Chennai, Tamil Nadu, India",
Vettaiyaadu Vilaiyaadu,2006,4327,India,
The Mambo Kings,1992,4354,"Tower Theatre - 802 S. Broadway, Downtown, Los Angeles, California, USA",
Don't Bother to Knock,1952,4360,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
She Done Him Wrong,1933,4386,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
Voyage to the Bottom of the Sea,1961,4434,"Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",
The Baby-Sitters Club,1995,4442,"The Pink Motel & Cadillac Jack's Diner, 9457 San Fernando Road, Sun Valley, California, USA",(diner)
The Baby-Sitters Club,1995,4442,"Walt Disney's Golden Oak Ranch - 19802 Placerita Canyon Road, Newhall, California, USA",
The Baby-Sitters Club,1995,4442,"1090 Rubio Street, Altadena, California, USA",
The Education of Charlie Banks,2007,4464,"Brown University, Providence, Rhode Island, USA",
The Education of Charlie Banks,2007,4464,"New York, USA",
The Education of Charlie Banks,2007,4464,"Providence, Rhode Island, USA",
The Education of Charlie Banks,2007,4464,"St. George's School - 372 Purgatory Road, Middletown, Rhode Island, USA",
Baby Face,1933,4478,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",(studio)
Maurice Richard,2005,4488,"Colise Pepsi, Qubec City, Qubec, Canada",
Maurice Richard,2005,4488,"Montral, Qubec, Canada",
Maurice Richard,2005,4488,"Qubec City, Qubec, Canada",
Maurice Richard,2005,4488,"Qubec, Qubec, Canada",
Pocketful of Miracles,1961,4550,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",
Al di l delle nuvole,1995,4626,"Aix-en-Provence, Bouches-du-Rhne, France",
Al di l delle nuvole,1995,4626,"Portofino, Genoa, Liguria, Italy",
The Major and the Minor,1942,4636,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
The Major and the Minor,1942,4636,"St. John's Military Academy - 1101 North Genesee Street, Delafield, Wisconsin, USA",
Cat Run,2011,4640,"PFI Studios, Belgrade, Serbia",(studio)
Dead End,1937,4671,"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",(studio)
Thoroughly Modern Millie,1967,4687,"Square of Warriors, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Thoroughly Modern Millie,1967,4687,"Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Thoroughly Modern Millie,1967,4687,"Stage 27, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Thoroughly Modern Millie,1967,4687,"Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Thoroughly Modern Millie,1967,4687,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",(exteriors of Trevor Graydon's office building)
The Hollars,2016,4698,"Brookhaven, Mississippi, USA",
The Hollars,2016,4698,"Jackson, Mississippi, USA",
The Hollars,2016,4698,"Canton, Mississippi, USA",
The Broadway Melody,1929,4781,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Our Man Flint,1966,4810,"USS Yorktown, Pacific Ocean",(Aerial shot of aircraft carrier)
Our Man Flint,1966,4810,"Washington Dulles International Airport - 45020 Aviation Drive, Sterling, Virginia, USA",
Our Man Flint,1966,4810,"Washington, District of Columbia, USA",
Hello I Must Be Going,2012,4825,"Westport, Connecticut, USA",
Little Women,1933,4911,"Lancaster's Lake, Sunland, Los Angeles, California, USA",
Little Women,1933,4911,"Providencia Ranch, Hollywood Hills, Los Angeles, California, USA",(exterior of March house)
Little Women,1933,4911,"Warner Bros. Ranch, Pasadena, California, USA",
Little Women,1949,4943,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Another Thin Man,1939,5039,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Another Thin Man,1939,5039,"Bidwell Park - Manzanita Avenue, Chico, California, USA",
Death Wish V: The Face of Death,1994,5085,"Toronto, Ontario, Canada",
The Snake Pit,1948,5139,"Stage 2, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",
Let's Make Love,1960,5179,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
Lover Come Back,1961,5183,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",(studio)
Plata quemada,2000,5250,"Buenos Aires, Federal District, Argentina",
Plata quemada,2000,5250,"Montevideo, Uruguay",
Plata quemada,2000,5250,Uruguay,
Topper,1937,5285,"380 South San Rafael Avenue, Pasadena, California, USA",(Home of Cosmo and Clara Topper)
Topper,1937,5285,"Bullocks Wilshire, 3050 Wilshire Blvd Los Angeles, California, USA",(Seabreeze Hotel entrance)
Topper,1937,5285,"Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA",(studio)
The Great Ziegfeld,1936,5386,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Cairo Time,2009,5391,"Pyramid of Khufu, The Great Pyramids, Giza Plateau, Giza, Egypt",
Cairo Time,2009,5391,"Shepheard Hotel, Cairo, Egypt",
Cairo Time,2009,5391,"Cairo International Airport, Cairo, Egypt",
Cairo Time,2009,5391,"Khan El-Khalili Market, Cairo, Egypt",
Cairo Time,2009,5391,"The Sphinx, Giza Plateau, Giza, Egypt",
Cairo Time,2009,5391,"Cairo, Egypt",
When Worlds Collide,1951,5396,"Calabasas, California, USA",(Rocket Ship Campsite)
When Worlds Collide,1951,5396,"Paramount Ranch - 2813 Cornell Road, Agoura, California, USA",
When Worlds Collide,1951,5396,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
Detective Story,1951,5397,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",
Meteor,1979,5468,"Richmond, Virginia, USA",-1979
Frances,1982,5474,"Big Oaks Lodge, Saugus, California, USA",
Frances,1982,5474,"Los Angeles, California, USA",
Frances,1982,5474,"Old Orange County Courthouse - 211 West Santa Ana Boulevard, Santa Ana, California, USA",
Frances,1982,5474,"Roosevelt Hotel - 1531 Seventh Avenue, Seattle, Washington, USA",(West Coast Roosevelt Hotel)
Frances,1982,5474,"Seattle, Washington, USA",
Frances,1982,5474,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",(studio)
Genova,2008,5554,Italy,
Genova,2008,5554,Sweden,
Genova,2008,5554,UK,
Genova,2008,5554,"Camogli, Genoa, Liguria, Italy",
Genova,2008,5554,"Genoa, Liguria, Italy",
Genova,2008,5554,"stersund, Jmtlands ln, Sweden",(exterior)
I Shot Andy Warhol,1996,5598,"Detroit, Michigan, USA",
Libeled Lady,1936,5610,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Libeled Lady,1936,5610,"California, USA",
Libeled Lady,1936,5610,"Sonora, California, USA",
Gold Diggers of 1933,1933,5613,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",(studio)
Fierce People,2005,5621,"Vancouver, British Columbia, Canada",
Fierce People,2005,5621,"Victoria, British Columbia, Canada",
A Tree Grows in Brooklyn,1945,5675,"Stage 5, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",
Rhinestone,1984,5831,"Santa Clarita, California, USA",
Rhinestone,1984,5831,"California, USA",
Rhinestone,1984,5831,USA,
Rhinestone,1984,5831,"Leipers Fork, Tennessee, USA",
Rhinestone,1984,5831,"Piru, California, USA",
Rhinestone,1984,5831,"Walt Disney's Golden Oak Ranch - 19802 Placerita Canyon Road, Newhall, California, USA",
The Thing Called Love,1993,5900,"Tennessee, USA",
The Thing Called Love,1993,5900,USA,
The Thing Called Love,1993,5900,"Bluebird Cafe - 4104 Hillsboro Pike, Nashville, Tennessee, USA",
The Thing Called Love,1993,5900,"Drake Motel - 420 Murfreesboro Pike, Nashville, Tennessee, USA",(Miranda rents the Disco Room here.)
The Thing Called Love,1993,5900,"Blakey's Diner - Murfreesboro Pike & Parris Avenue, Nashville, Tennessee, USA","(Miranda & Kyle eat and write songs here, now demolished.)"
The Thing Called Love,1993,5900,"Graceland - 3734 Elvis Presley Boulevard, Memphis, Tennessee, USA",(James & Miranda stop at the front gate and inquire about visiting hours.)
The Thing Called Love,1993,5900,"Nashville, Tennessee, USA",
Buying the Cow,2002,5958,"Los Angeles, California, USA",
Mogambo,1953,5978,"Fourteen Falls, Kiambu District, Kenya",(waterfalls)
Mogambo,1953,5978,Democratic Republic Of Congo,
Mogambo,1953,5978,"Hell's Gate National Park, Kenya",
Mogambo,1953,5978,"Isoila, Uganda",
Mogambo,1953,5978,"Kagera River, Tanzania",
Mogambo,1953,5978,"Kagera River, Uganda",
Mogambo,1953,5978,Kenya,
Mogambo,1953,5978,"MGM British Studios, Borehamwood, Hertfordshire, England, UK",(studio)
Mogambo,1953,5978,"Mount Kenya, Kenya",
Mogambo,1953,5978,"Mount Kilimanjaro, Kenya",
Mogambo,1953,5978,"Okalataka, Democratic Republic Of Congo",
Mogambo,1953,5978,"Serengeti Plain, Tanzania",
Mogambo,1953,5978,"Tanganjika, Tanzania",
Mogambo,1953,5978,Tanzania,
Mogambo,1953,5978,"Thika, Kenya",
Mogambo,1953,5978,Uganda,
Brigadoon,1954,6008,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",
Waking the Dead,2000,6070,"London, England, UK",
Waking the Dead,2000,6070,"Thames riverbanks, River Thames, London, England, UK",
Waking the Dead,2000,6070,"Tower Bridge, London, England, UK",
Waking the Dead,2000,6070,"Wormwood Scrubs Prison, Du Cane Road, East Acton, London, England, UK",
Waking the Dead,2000,6070,"England, UK",
Waking the Dead,2000,6070,"London, Ontario, Canada",
Waking the Dead,2000,6070,"Old Oak Common railway depot, Old Oak Common Lane, North Acton, London, England, UK",
Waking the Dead,2000,6070,"River Thames, London, England, UK",
Waking the Dead,2000,6070,,
Waking the Dead,2000,6070,"London Heathrow Airport, London Borough of Hillingdon, London, England, UK",
Waking the Dead,2000,6070,"Victory Cross, Burnham Beeches, Buckinghamshire, England, UK",
Waking the Dead,2000,6070,"Montral, Qubec, Canada",
Dinner at Eight,1933,6095,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Real Women Have Curves,2002,6124,"Boyle Heights, Los Angeles, California, USA",(Ana Garcia's house)
Miles Ahead,2015,6174,"Cincinnati, Ohio, USA",(Entire Movie)
Le Week-End,2013,6266,"Paris, France",
The Glenn Miller Story,1954,6409,"Colonial Mansion, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",(interiors)
The Glenn Miller Story,1954,6409,"Elitch Garden's Trocadero Ballroom, Denver, Colorado, USA",
The Glenn Miller Story,1954,6409,"3rd Street Tunnel Stairway, Downtown, Los Angeles, California, USA",
The Glenn Miller Story,1954,6409,"Angel's Flight Railway, Bunker Hill, Downtown, Los Angeles, California, USA",
The Glenn Miller Story,1954,6409,"Boulder, Colorado, USA",
The Glenn Miller Story,1954,6409,"Clay Alley, Los Angeles, California, USA",
The Glenn Miller Story,1954,6409,"Lowry Air Force Base, Denver, Colorado, USA",
The Glenn Miller Story,1954,6409,"Santa Monica Pier, Santa Monica, California, USA",
The House of Mirth,2000,6482,"The Sixty Steps, Glasgow, Scotland",
The House of Mirth,2000,6482,"Palinsburn House near Coldstream, England, UK",
The House of Mirth,2000,6482,"Glasgow City Chambers, Glasgow, Strathclyde, Scotland, UK",
The House of Mirth,2000,6482,"Gosford House, Longniddry, East Lothian, Scotland, UK",(as Gosford House)
The House of Mirth,2000,6482,"Kelvingrove Art Gallery & Museum, Glasgow, Strathclyde, Scotland, UK",
The House of Mirth,2000,6482,"Manderston House, Scottish Borders, Scotland, UK",(Ias Manderston House)
The House of Mirth,2000,6482,"The South, France",
The House of Mirth,2000,6482,"Theatre Royal, Glasgow, Strathclyde, Scotland, UK",(opera house interiors)
The House of Mirth,2000,6482,"West Wycombe House, West Wycombe, Buckinghamshire, England, UK",
Shooting Fish,1997,6804,"Alexandra Palace, Alexandra Palace Way, Muswell Hill, London, England, UK",(Jez and Dylan rummage in the skip)
Shooting Fish,1997,6804,"Behind 13 Lee Road, Mill Hill, London, England, UK",(The suburban gas holder where Jez and Dylan live: exterior)
Shooting Fish,1997,6804,"London, England, UK",
Shooting Fish,1997,6804,"Shepperton Studios, Shepperton, Surrey, England, UK",(studio)
Shooting Fish,1997,6804,"West Herts Crematorium, High Elms Lane, Garston, Hertfordshire, England, UK",(The crematorium: exterior)
This Christmas,2007,6900,"St. John's Episcopal Cathedral - 514 West Adams Boulevard, Los Angeles, California, USA",
This Christmas,2007,6900,"El Rey Theater - 5515 Wilshire Blvd., Los Angeles, California, USA",
This Christmas,2007,6900,"GMT Studios - 5701-5751 Buckingham Parkway, Culver City, California, USA",(studio)
This Christmas,2007,6900,"Los Angeles International Airport - 1 World Way, Los Angeles, California, USA",
This Christmas,2007,6900,"Los Angeles, California, USA",
This Christmas,2007,6900,"St. Vincent Catholic Church - 621 W. Adams Blvd., Los Angeles, California, USA",
This Christmas,2007,6900,"The Grove, Los Angeles, California, USA",
This Christmas,2007,6900,"Union Station - 800 N. Alameda Street, Downtown, Los Angeles, California, USA",
Performance,1970,6916,"23 Lowndes Square, Knightsbridge, London, England, UK",(interiors)
Performance,1970,6916,"25 Powis Square, Notting Hill, London, England, UK",(doubling for 81 Powis Square)
Performance,1970,6916,"Fulham, London, England, UK",
Performance,1970,6916,"Kensington, London, England, UK",
Performance,1970,6916,"London, England, UK",
Performance,1970,6916,"Mayfair, London, England, UK",
Performance,1970,6916,"Shepperton Studios, Shepperton, Surrey, England, UK",(studio)
Performance,1970,6916,"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",
Performance,1970,6916,"Wandsworth, London, England, UK",
Woman of the Year,1942,7100,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
Chico & Rita,2010,7150,"Escuela Internacional de Cine y Televisin, San Antonio de los Baos, Cuba",(Cuba)
Chico & Rita,2010,7150,Hungary,
Chico & Rita,2010,7150,Isle of Man,
Chico & Rita,2010,7150,Spain,
The Jazz Singer,1927,7194,"Chatsworth, Los Angeles, California, USA",
The Jazz Singer,1927,7194,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",
The Jazz Singer,1927,7194,"KTLA Studios - 5858 Sunset Blvd., Hollywood, Los Angeles, California, USA",(studio)
The Jazz Singer,1927,7194,"Los Angeles, California, USA",
The Jazz Singer,1927,7194,"New York, USA",
The Jazz Singer,1927,7194,"San Francisco, California, USA",
The Jazz Singer,1927,7194,"Warner Brothers Studios - 5800 Sunset Blvd., Hollywood, Los Angeles, California, USA",(studio)
Kicking and Screaming,1995,7265,"Occidental College -1600 Campus Road, Eagle Rock, Los Angeles, California, USA",
My One and Only,2009,7374,"Belen, New Mexico, USA",
My One and Only,2009,7374,"Baltimore, Maryland, USA",
My One and Only,2009,7374,"Bonanza Creek Ranch - 15 Bonanza Creek Lane, Santa Fe, New Mexico, USA",
